5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
5.409589416298036246e-01,5.058319207863919420e-01,5.050927377466283286e-01,5.086716107029904954e-01,5.034140769105346358e-01,5.029735418439433836e-01
5.613498603761726269e-01,5.152038836725006954e-01,5.079744349093131550e-01,5.134183017682988348e-01,5.091859580582350775e-01,5.075737596959560838e-01
5.754026891595147575e-01,5.189071709872599136e-01,5.109827259155160784e-01,5.209316694369939826e-01,5.210934369642683528e-01,5.103894435887474934e-01
5.860819058809817461e-01,5.217832311102614806e-01,5.128997245542448180e-01,5.229524898557675883e-01,5.242042261506865142e-01,5.131724990625142757e-01
5.946235427833554965e-01,5.305329352639395202e-01,5.158438146496985288e-01,5.261426548481399346e-01,5.318043384394759432e-01,5.171288011578470956e-01
6.016775856998710648e-01,5.329130977661823421e-01,5.230805135055809352e-01,5.267064041496068993e-01,5.347759564565388590e-01,5.196532808128727643e-01
6.076327589178643906e-01,5.351125849434944515e-01,5.251421070796506996e-01,5.313657068840803577e-01,5.365832975396175319e-01,5.234936663810902946e-01
6.127418165934024330e-01,5.398357192773930446e-01,5.286763537687905190e-01,5.337304886091439604e-01,5.394919993087262666e-01,5.261504896785872409e-01
6.171791391200820431e-01,5.425818270581995728e-01,5.304614020324432966e-01,5.361138060380055137e-01,5.481987330554237703e-01,5.283600370680706648e-01
6.210704982590694589e-01,5.487432889923750112e-01,5.371128385932610882e-01,5.384695784106211525e-01,5.497427861450385755e-01,5.378703896846718235e-01
6.245097994873836100e-01,5.502528144722131920e-01,5.393272699015523308e-01,5.407776263823620422e-01,5.508592869278279291e-01,5.399220182288754222e-01
6.275691275233326039e-01,5.530137678578952443e-01,5.486591114354718579e-01,5.419299603789319297e-01,5.516645961899848682e-01,5.419513423736156410e-01
6.303050894583226427e-01,5.539813883602029421e-01,5.501402597990051602e-01,5.492903537045128459e-01,5.530854254707517903e-01,5.434865076747994461e-01
6.327629897208446597e-01,5.562230490047322951e-01,5.526193991937222716e-01,5.516920205375334119e-01,5.551912621414495375e-01,5.459587680548031452e-01
6.349796742642345171e-01,5.577317262968576328e-01,5.548136625217636730e-01,5.532063157102257156e-01,5.558298246554774780e-01,5.476707184396574224e-01
6.369855253452707533e-01,5.590264820387410571e-01,5.561541207181786017e-01,5.549111395558056214e-01,5.569087570064716886e-01,5.554071493267016546e-01
6.388058958594129422e-01,5.622791334978874955e-01,5.588560107534975563e-01,5.562941944075195932e-01,5.578817808280049917e-01,5.559947021910066622e-01
6.404621632082631022e-01,5.634762296002370219e-01,5.613841275917338391e-01,5.577362872384027392e-01,5.595929078584974681e-01,5.613053629705593295e-01
6.419725184060461887e-01,5.653587087853889637e-01,5.627656133728646815e-01,5.608255042934994217e-01,5.614451077652082844e-01,5.636883203763706218e-01
6.433525668977591039e-01,5.661144418248783561e-01,5.639308350746713439e-01,5.623091379786200328e-01,5.628260613692304126e-01,5.650853446548550485e-01
6.446157928743505572e-01,5.675875095006658322e-01,5.653521073598590796e-01,5.632652416414921648e-01,5.646836146754300456e-01,5.655949970467243348e-01
6.457739229166205019e-01,5.712891547633847100e-01,5.663620833480446093e-01,5.691186633585291199e-01,5.678087150562654006e-01,5.660938388908982599e-01
6.468372142424970717e-01,5.728356679123911555e-01,5.704957806108610363e-01,5.722287603246758447e-01,5.696301575220926727e-01,5.674687008645231678e-01
6.478146856968824974e-01,5.734851321207430352e-01,5.715470766829794380e-01,5.737307638980433389e-01,5.705836305048282986e-01,5.688225436217899667e-01
6.487143047073959945e-01,5.773228847938637331e-01,5.745228043030653486e-01,5.746560303403130954e-01,5.718289170639115904e-01,5.699694389262444094e-01
6.495431399837006126e-01,5.787091133182431513e-01,5.756609817767983639e-01,5.757706220025561317e-01,5.741097572282730654e-01,5.707124417441633568e-01
6.503074872846714705e-01,5.796761189153487592e-01,5.764023445791078837e-01,5.765973587273462986e-01,5.752498901180729263e-01,5.716445876352879152e-01
6.510129738054571957e-01,5.801260320722099184e-01,5.775447800569744050e-01,5.773749573711154381e-01,5.762311846911856161e-01,5.723813410600093743e-01
6.516646454393776322e-01,5.811545120699254108e-01,5.784928883189038862e-01,5.800341707701766047e-01,5.783397462701910241e-01,5.738056436941424421e-01
6.522670402086411245e-01,5.818683705326480604e-01,5.813777916879736551e-01,5.807303102274914419e-01,5.790422474554230980e-01,5.740310299241891956e-01
6.528242504378759525e-01,5.831538653353267598e-01,5.825370598469064021e-01,5.828846093497883629e-01,5.802754442660202905e-01,5.747505940991843865e-01
6.533399756994258123e-01,5.836834425568400153e-01,5.842796818081916754e-01,5.842433838149864167e-01,5.813336779807078969e-01,5.763682533564128407e-01
6.538175681427585983e-01,5.853410572016141122e-01,5.856435940361524040e-01,5.848201955839947841e-01,5.823346274315848170e-01,5.785497463388646899e-01
6.542600714989278421e-01,5.866228530238762895e-01,5.866519460133190478e-01,5.858446745885540485e-01,5.831697510845410548e-01,5.794384160429684183e-01
6.546702548011291700e-01,5.876537921910590656e-01,5.875836510777653343e-01,5.866987128453059475e-01,5.840980402069383404e-01,5.828306579901545437e-01
6.550506416664155784e-01,5.894074926514334400e-01,5.889583738873770402e-01,5.871450565883690187e-01,5.862188850816626440e-01,5.842940624357476631e-01
6.554035358288533564e-01,5.916280125702213510e-01,5.902259603763601037e-01,5.881919280896730218e-01,5.871591272612771695e-01,5.856060545104110338e-01
6.557310434913510289e-01,5.919644421648148080e-01,5.910636580550299168e-01,5.885200451118232090e-01,5.875464577801686739e-01,5.860848844163067950e-01
6.560350929648226526e-01,5.921265639892070443e-01,5.924845308540152011e-01,5.893375090681032269e-01,5.884067712372159642e-01,5.869565985226108396e-01
6.563174519840161425e-01,5.931630765719597687e-01,5.934146771775287155e-01,5.906470067826687931e-01,5.897219644120061943e-01,5.885347029173204625e-01
6.565797430249947775e-01,5.958379558944109089e-01,5.943093525388422060e-01,5.915043692301600320e-01,5.904810150693711179e-01,5.891387492880033605e-01
6.568234568969153475e-01,5.968811340583142222e-01,5.951735821847716768e-01,5.921040698396345947e-01,5.929224787105549233e-01,5.914671956193369162e-01
6.570499648377891022e-01,5.970638073935577994e-01,5.956105895349032009e-01,5.928557389599555805e-01,5.936220111036228930e-01,5.926085775788008103e-01
6.572605293086443146e-01,5.974778975294328109e-01,5.968478441193700856e-01,5.946190000553174260e-01,5.940327491527387371e-01,5.929765756934685106e-01
6.574563136512737715e-01,5.980460062476610217e-01,5.979554088912267806e-01,5.967388103151258782e-01,5.956060834854742803e-01,5.934901821003604194e-01
6.576383907504830262e-01,5.994733089535873027e-01,5.990085967791188848e-01,5.980496906693909542e-01,5.968071246003502361e-01,5.942441187645262080e-01
