9.514548583905330092e-01,9.514548583905330092e-01,9.514548583905330092e-01,9.514548583905330092e-01
9.514548583905332313e-01,9.514548583905332313e-01,9.514548583905332313e-01,9.514342254423997502e-01
9.514548583905327872e-01,9.514549097292731572e-01,9.514628149694694947e-01,9.514170237057094637e-01
9.514548583905333423e-01,9.514550395512005876e-01,9.513885659093497260e-01,9.514011892472045151e-01
9.514548583905328982e-01,9.514551419001088250e-01,9.514067065442519677e-01,9.513864400028840818e-01
9.514548583905331203e-01,9.514552116894191558e-01,9.514154340729369386e-01,9.513721063628239882e-01
9.514548583905330092e-01,9.514553604108358931e-01,9.514275822830867702e-01,9.513583682502513295e-01
9.514548583905331203e-01,9.514554877398216925e-01,9.514331473425303720e-01,9.513451643067565300e-01
9.514548583905330092e-01,9.514555982691808023e-01,9.514416025488483530e-01,9.513322646275574890e-01
9.514548583905327872e-01,9.514557287929128471e-01,9.514500255236238990e-01,9.513197542732599876e-01
9.514548583905330092e-01,9.514558710582897705e-01,9.514553438194752744e-01,9.513093789024716918e-01
9.514548583905333423e-01,9.514560553434311396e-01,9.514341261592149657e-01,9.512993280609018942e-01
9.514548583905331203e-01,9.514562243792864527e-01,9.514472433821745678e-01,9.512901698185090016e-01
9.514548583905331203e-01,9.514563912421376557e-01,9.514580380842118101e-01,9.512816425346883875e-01
9.514548583905328982e-01,9.514565437387928482e-01,9.514653885311202819e-01,9.512735186130960585e-01
9.514548583905331203e-01,9.514566908547044122e-01,9.514772725934631525e-01,9.512655596375725331e-01
9.514548583905330092e-01,9.514568296241127099e-01,9.514806243160817134e-01,9.512577171006529886e-01
9.514548583905330092e-01,9.514569598789708316e-01,9.514935626835210325e-01,9.512503502449608517e-01
9.514548583905333423e-01,9.514571011119026256e-01,9.515016142691465895e-01,9.512431094929638675e-01
9.514548583905333423e-01,9.514572325204422309e-01,9.515160085102771781e-01,9.512359691398950545e-01
9.514548583905327872e-01,9.514573567798135789e-01,9.515314063572416492e-01,9.512288734414049429e-01
9.514548583905328982e-01,9.514574674761662187e-01,9.515414618127207014e-01,9.512219254752040110e-01
9.514548583905331203e-01,9.514575704852287208e-01,9.515523966825860658e-01,9.512152887638178900e-01
9.514548583905330092e-01,9.514576874425636488e-01,9.515547295887976098e-01,9.512087528524774127e-01
9.514548583905331203e-01,9.514578006304231783e-01,9.515641603038382801e-01,9.512023389272455942e-01
9.514548583905331203e-01,9.514579072459483644e-01,9.515748034758466645e-01,9.511959819467168398e-01
9.514548583905328982e-01,9.514580358682680483e-01,9.515850673869712395e-01,9.511897183513456921e-01
9.514548583905328982e-01,9.514581593025299711e-01,9.515958221174461995e-01,9.511835197785591944e-01
9.514548583905324541e-01,9.514582783563924062e-01,9.516036598362214161e-01,9.511773965764769301e-01
9.514548583905328982e-01,9.514583900098170233e-01,9.516159725563558824e-01,9.511713102493022376e-01
9.514548583905332313e-01,9.514584968227046691e-01,9.516251224591359970e-01,9.511652834244134214e-01
9.514548583905331203e-01,9.514585966299768938e-01,9.516284789541415989e-01,9.511593396693701630e-01
9.514548583905333423e-01,9.514586939870355309e-01,9.516388598105917085e-01,9.511534333422666521e-01
9.514548583905328982e-01,9.514587856486924622e-01,9.516380426311458196e-01,9.511476261805688059e-01
9.514548583905333423e-01,9.514588828187823255e-01,9.516442095464556772e-01,9.511418886295441855e-01
9.514548583905327872e-01,9.514589838166789271e-01,9.516558805016567257e-01,9.511362130883070920e-01
9.514548583905331203e-01,9.514590836186685996e-01,9.516675118241564313e-01,9.511306213983095059e-01
9.514548583905332313e-01,9.514591867797889124e-01,9.516281895036968752e-01,9.511250912609838792e-01
9.514548583905328982e-01,9.514592982999665605e-01,9.516424148333111344e-01,9.511195971797513637e-01
9.514548583905331203e-01,9.514594040469949165e-01,9.516520886833406134e-01,9.511141647873265770e-01
9.514548583905330092e-01,9.514595043447692246e-01,9.516624652263367956e-01,9.511087649048580728e-01
