8.749399450763806207e-01,8.749399450763806207e-01,8.749399450763806207e-01
8.749399450763808428e-01,8.749399450763808428e-01,8.749399450763808428e-01
8.749399450763808428e-01,8.749398986588406979e-01,8.749631321858446498e-01
8.749399450763809538e-01,8.749397577449358199e-01,8.749822341361234157e-01
8.749399450763808428e-01,8.749395812699346520e-01,8.749917052561034803e-01
8.749399450763808428e-01,8.749396942025022827e-01,8.750158647007774126e-01
8.749399450763807318e-01,8.749397281054358544e-01,8.750303308583181616e-01
8.749399450763807318e-01,8.749397461020895772e-01,8.750547032905044986e-01
8.749399450763807318e-01,8.749398294142348709e-01,8.750661204826959416e-01
8.749399450763806207e-01,8.749398142169136916e-01,8.750786529883101128e-01
8.749399450763806207e-01,8.749397667354329444e-01,8.750890929327305168e-01
8.749399450763810648e-01,8.749396758096092963e-01,8.750894077936858251e-01
8.749399450763808428e-01,8.749395712981187234e-01,8.751076814640674773e-01
8.749399450763806207e-01,8.749396116093790532e-01,8.751115616051829971e-01
8.749399450763807318e-01,8.749395959311032644e-01,8.750046190978462146e-01
8.749399450763807318e-01,8.749395232685612811e-01,8.750218397472682152e-01
8.749399450763807318e-01,8.749394383319532009e-01,8.750382829068402701e-01
8.749399450763808428e-01,8.749393201906565665e-01,8.750346563392464860e-01
8.749399450763808428e-01,8.749391702742244092e-01,8.750444787014894921e-01
8.749399450763806207e-01,8.749389958051680960e-01,8.750459316216198102e-01
8.749399450763808428e-01,8.749388535958518842e-01,8.750516911689141253e-01
8.749399450763808428e-01,8.749386766608716615e-01,8.750579239677916954e-01
8.749399450763807318e-01,8.749384897050874743e-01,8.750839427156847927e-01
8.749399450763810648e-01,8.749382792685856947e-01,8.750979408145626026e-01
8.749399450763807318e-01,8.749380571406216722e-01,8.751123401854541406e-01
8.749399450763807318e-01,8.749378101613674019e-01,8.751165018547620855e-01
8.749399450763806207e-01,8.749375344726956216e-01,8.751364923456967926e-01
8.749399450763808428e-01,8.749373897322162419e-01,8.751539588032620776e-01
8.749399450763808428e-01,8.749372215894644089e-01,8.751709159759958334e-01
8.749399450763808428e-01,8.749370438917184467e-01,8.751715991745798728e-01
8.749399450763808428e-01,8.749368546255006374e-01,8.751828923193575305e-01
8.749399450763809538e-01,8.749366519184712532e-01,8.751949185533612896e-01
8.749399450763811759e-01,8.749364403427462022e-01,8.752110813994316008e-01
8.749399450763807318e-01,8.749362481173970085e-01,8.752311895795485963e-01
8.749399450763809538e-01,8.749360345399375127e-01,8.752405415059204552e-01
8.749399450763807318e-01,8.749358109782204851e-01,8.752599518290387071e-01
8.749399450763809538e-01,8.749355791455069031e-01,8.751989506948281150e-01
8.749399450763808428e-01,8.749353316735810626e-01,8.752138132273048488e-01
8.749399450763807318e-01,8.749350663804035255e-01,8.751938570242060456e-01
8.749399450763810648e-01,8.749348077048950678e-01,8.751984908955439124e-01
8.749399450763808428e-01,8.749346124481182096e-01,8.752046838719963473e-01
8.749399450763809538e-01,8.749344062179225112e-01,8.752077343802585618e-01
8.749399450763808428e-01,8.749341872684925914e-01,8.752492306845572889e-01
8.749399450763807318e-01,8.749339703880785191e-01,8.752684807994133287e-01
8.749399450763809538e-01,8.749337471943101630e-01,8.752755847762433428e-01
8.749399450763808428e-01,8.749335160266324962e-01,8.753190154798273781e-01
8.749399450763808428e-01,8.749332737493479284e-01,8.753385583304167383e-01
8.749399450763807318e-01,8.749330193463242811e-01,8.753538794447998095e-01
8.749399450763808428e-01,8.749327521828417220e-01,8.754088515961763184e-01
8.749399450763809538e-01,8.749325020831921762e-01,8.754179518086698808e-01
8.749399450763807318e-01,8.749322439577713606e-01,8.754524018988354417e-01
