2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01
1.247919728519635146e-01,1.903129696049788433e-01,1.877645425249697686e-01
1.016129713872974405e-01,1.834392799464054369e-01,1.838011089034619350e-01
8.927467741186810579e-02,1.761117231211609124e-01,1.799582344257897593e-01
8.145673547237795853e-02,1.584291287717138896e-01,1.695506805139727069e-01
7.601599857189433873e-02,1.543209426086762370e-01,1.589379922231462794e-01
7.199699188645469761e-02,1.494874816265817918e-01,1.536911635583073643e-01
6.890243122011122101e-02,1.432867729641429388e-01,1.520832295201807183e-01
6.644567135475729081e-02,1.392019615549092426e-01,1.494133950937286126e-01
6.444892657128988012e-02,1.353537438547871563e-01,1.466863393997021037e-01
6.279564434169786213e-02,1.338565126219856682e-01,1.418514464731406577e-01
6.140601329301172140e-02,1.305012161111788471e-01,1.378323136068961841e-01
6.022342224435937169e-02,1.220237170094080476e-01,1.341696321541396009e-01
5.920653028279795199e-02,1.203315409993757495e-01,1.313675856543781717e-01
5.832439945427114053e-02,1.181412793110297177e-01,1.279102680507219481e-01
5.755338800624613255e-02,1.151353968697751973e-01,1.250983903274415499e-01
5.687510051191618093e-02,1.125153228380373766e-01,1.235882615191536416e-01
5.627499625807012157e-02,1.103460724053739600e-01,1.197198111244197199e-01
5.574142083812502063e-02,1.081681770803796239e-01,1.150095306651287980e-01
5.526491745183248483e-02,1.049131979404318293e-01,1.127245806236574360e-01
5.483772761731040002e-02,1.039916905215598486e-01,1.112977056353034871e-01
5.445342294351553092e-02,1.026390621444321222e-01,1.092688931334209329e-01
5.410662934979960925e-02,1.013747412860358799e-01,1.067609078778833653e-01
5.379281763341554196e-02,1.005383099108233397e-01,1.022910942450597632e-01
5.350814240447469144e-02,9.976149279802709602e-02,1.012730575222576535e-01
5.324931678520585659e-02,9.935759231071242259e-02,9.936902428358948547e-02
5.301351389953468801e-02,9.464286470777005800e-02,9.676154175102379129e-02
5.279828867077514254e-02,9.382635094587886415e-02,9.546300326645390522e-02
5.260151518290679534e-02,9.310592093003036696e-02,9.160759586910047214e-02
5.242133609045030590e-02,9.205265605300755327e-02,9.048685423064105338e-02
5.225612144344435328e-02,9.126780951336355141e-02,8.969608471842661912e-02
5.210443493384401409e-02,9.059537119338278988e-02,8.883868933154576153e-02
5.196500603941123925e-02,8.913443345550535468e-02,8.818601449662910596e-02
5.183670688965574813e-02,8.862449993322712993e-02,8.776735212041857082e-02
5.171853293955094855e-02,8.764923554148085216e-02,8.529733377220992396e-02
5.160958673425878468e-02,8.707824607986952570e-02,8.462196200605509588e-02
5.150906419875533188e-02,8.685485260288029752e-02,8.404108371541567368e-02
5.141624300214998888e-02,8.627193749419587165e-02,8.176514021991035386e-02
5.133047263628139067e-02,8.527734296896478938e-02,8.096550794834039833e-02
5.125116591827343082e-02,8.286637764100686365e-02,7.958579356575601338e-02
5.117779168186521038e-02,8.220877943077689598e-02,7.814352177207921357e-02
5.110986846586659110e-02,8.164571877765416930e-02,7.786271669869999912e-02
5.104695904280601160e-02,8.063698232167292035e-02,7.693731358690253375e-02
5.098866565860364630e-02,8.008788994756600721e-02,7.546861517226662042e-02
5.093462587642472866e-02,7.955572462516198595e-02,7.507863223450020329e-02
5.088450893597672858e-02,7.926671656694915524e-02,7.427501645536946362e-02
5.083801255419567039e-02,7.892245438024624027e-02,7.407437572041365714e-02
5.079486010528285606e-02,7.853273148076846122e-02,7.280778478667944420e-02
5.075479812791175438e-02,7.761183468453924927e-02,7.234816994843390470e-02
5.071759411555474412e-02,7.715675789583202604e-02,7.193379120156995210e-02
5.068303455257164997e-02,7.676894409289074239e-02,7.155382714390949583e-02
5.065092316433666975e-02,7.639349866058954552e-02,7.052561410848884327e-02
5.062107935430525119e-02,7.610332388519430724e-02,6.982398622080447648e-02
5.059333680481094969e-02,7.521876247787818992e-02,6.935795237246483724e-02
5.056754222172029495e-02,7.487657658523604043e-02,6.886204496759165683e-02
5.054355420574916519e-02,7.445003316196684151e-02,6.851122024966788127e-02
5.052124223565453848e-02,7.423465048634242391e-02,6.820902247582208422e-02
5.050048575044571719e-02,7.394088972651209624e-02,6.789902989827535651e-02
5.048117331947295228e-02,7.368576405126238404e-02,6.753183961360283150e-02
5.046320189068259632e-02,7.327275690359086324e-02,6.718973790318351347e-02
5.044647610853644076e-02,7.290229340606300956e-02,6.648715256756072833e-02
5.043090769418469982e-02,7.255283875713565422e-02,6.543051528812057760e-02
5.041641488137407062e-02,7.154786612718516681e-02,6.518782252457633319e-02
5.040292190233140734e-02,7.123865536267282028e-02,6.438338269303874040e-02
5.039035851859972881e-02,7.104036473889627223e-02,6.378463407983375744e-02
